,city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa,rent amount,property tax,fire insurance,total
4625,1,220,3,2,2,10,acept,not furnished,"R$2,330","R$8,700",R$750,R$111,"R$11,890"
4626,0,46,2,1,1,5,acept,not furnished,R$380,R$850,R$18,R$11,"R$1,259"
4627,0,210,3,3,3,7,acept,not furnished,"R$1,900","R$2,300",R$459,R$30,"R$4,689"
4628,1,47,2,1,1,4,not acept,not furnished,R$580,"R$1,100",R$0,R$14,"R$1,694"
4629,1,120,3,2,1,7,acept,furnished,"R$1,400","R$3,280",R$125,R$42,"R$4,847"
4630,1,60,2,1,1,1,acept,not furnished,R$0,"R$1,100",R$0,R$14,"R$1,114"
4631,1,42,1,1,1,12,not acept,furnished,R$712,"R$3,300",R$22,R$42,"R$4,076"
4632,1,75,3,2,1,10,acept,not furnished,"R$1,000","R$3,900",R$0,R$50,"R$4,950"
4633,1,160,3,2,1,6,acept,not furnished,"R$1,500","R$4,300",R$500,R$55,"R$6,355"
4634,1,400,4,7,4,-,acept,furnished,R$0,"R$12,000",R$667,R$181,"R$12,850"
4635,1,37,1,1,0,1,not acept,not furnished,R$358,R$850,R$0,R$11,"R$1,219"
4636,1,59,2,2,2,7,acept,furnished,"R$1,342","R$3,300",R$231,R$42,"R$4,915"
4637,0,113,3,3,2,4,acept,not furnished,"R$1,000","R$3,804",R$0,R$49,"R$4,853"
4638,1,120,2,2,1,12,acept,not furnished,"R$1,077","R$6,500",R$40,R$83,"R$7,700"
4639,1,92,3,2,0,5,acept,not furnished,R$954,"R$3,300",R$160,R$42,"R$4,456"
4640,1,93,3,2,2,16,acept,not furnished,R$979,"R$2,600",R$237,R$33,"R$3,849"
4641,1,42,2,1,1,9,acept,not furnished,R$340,"R$1,350",R$0,R$18,"R$1,708"
4642,1,236,4,5,4,1,not acept,furnished,"R$3,950","R$15,000",R$142,R$191,"R$19,280"
4643,1,160,3,2,0,-,acept,not furnished,R$0,"R$3,800",R$227,R$58,"R$4,085"
4644,1,450,4,5,8,-,acept,not furnished,R$0,"R$10,120",R$618,R$153,"R$10,890"
4645,1,750,4,4,6,-,acept,not furnished,R$0,"R$15,000","R$2,084",R$226,"R$17,310"
4646,0,68,3,2,2,9,acept,furnished,R$550,"R$2,700",R$76,R$35,"R$3,361"
4647,1,53,2,1,1,11,acept,furnished,R$270,"R$5,500",R$119,R$70,"R$5,959"
4648,1,160,2,3,0,-,acept,not furnished,Incluso,"R$4,300",R$124,R$65,"R$4,489"
4649,1,49,2,1,1,6,acept,furnished,R$400,"R$1,800",R$0,R$23,"R$2,223"
4650,0,115,3,2,2,4,acept,not furnished,R$570,"R$1,948",R$109,R$25,"R$2,652"
4651,1,59,2,1,1,6,acept,not furnished,R$600,"R$1,600",R$0,R$21,"R$2,221"
4652,1,60,2,2,2,7,acept,not furnished,R$894,"R$1,100",R$210,R$14,"R$2,218"
4653,1,58,1,2,1,19,acept,not furnished,R$652,"R$4,715",Incluso,R$34,"R$5,401"
4654,1,35,1,1,0,-,acept,not furnished,R$0,"R$1,100",R$30,R$14,"R$1,144"
4655,1,160,2,3,2,12,acept,furnished,"R$1,500","R$4,210",R$225,R$54,"R$5,989"
4656,0,60,3,2,1,5,acept,not furnished,R$366,"R$1,200",R$0,R$16,"R$1,582"
4657,1,233,4,2,3,4,acept,furnished,"R$2,200","R$7,287",R$417,R$93,"R$9,997"
4658,0,58,1,1,1,3,acept,not furnished,R$530,"R$1,200",R$0,R$16,"R$1,746"
4659,1,100,3,2,1,-,acept,not furnished,R$555,"R$1,469",R$10,R$19,"R$2,053"
4660,1,238,4,3,4,24,acept,not furnished,"R$2,980","R$10,200","R$1,816",R$130,"R$15,130"
4661,1,18,1,1,1,10,not acept,furnished,R$470,"R$1,800",R$0,R$23,"R$2,293"
4662,1,96,2,1,0,9,acept,furnished,R$940,"R$4,387",R$3,R$56,"R$5,386"
4663,1,49,2,1,1,14,acept,not furnished,R$420,"R$1,800",R$0,R$23,"R$2,243"
4664,1,50,1,1,0,1,acept,furnished,R$0,"R$1,550",R$0,R$24,"R$1,574"
4665,1,45,1,1,0,-,not acept,not furnished,R$0,"R$1,060",R$0,R$16,"R$1,076"
4666,0,160,3,2,2,12,acept,not furnished,"R$1,026","R$1,650",R$243,R$21,"R$2,940"
4667,1,80,2,2,2,14,acept,not furnished,"R$1,200","R$4,200",R$300,R$54,"R$5,754"
4668,1,133,4,3,4,18,acept,furnished,"R$2,225","R$2,900",R$400,R$37,"R$5,562"
4669,1,30,1,1,0,4,acept,not furnished,R$415,"R$1,750",R$30,R$23,"R$2,218"
4670,1,137,2,3,2,1,acept,not furnished,"R$2,800","R$14,000",R$542,R$178,"R$17,520"
4671,1,194,3,4,3,-,acept,not furnished,R$0,"R$4,000",R$70,R$61,"R$4,131"
4672,1,50,2,1,1,2,acept,not furnished,R$400,"R$1,600",R$0,R$21,"R$2,021"
4673,1,84,1,2,1,14,acept,not furnished,"R$1,200","R$3,353",R$0,R$25,"R$4,578"
4674,0,45,1,1,0,7,not acept,not furnished,R$506,R$500,R$24,R$7,"R$1,037"
4675,1,301,4,5,4,3,acept,furnished,"R$4,265","R$12,500","R$1,600",R$159,"R$18,520"
4676,1,250,3,4,2,5,acept,furnished,"R$2,600","R$8,000",R$500,R$102,"R$11,200"
4677,1,136,3,2,3,12,acept,furnished,"R$1,400","R$2,500",R$325,R$32,"R$4,257"
4678,1,73,2,2,1,10,acept,not furnished,R$884,"R$4,800",R$139,R$61,"R$5,884"
4679,1,60,1,2,0,-,not acept,not furnished,Incluso,"R$1,600",R$23,R$25,"R$1,648"
4680,1,110,2,3,2,12,not acept,furnished,"R$2,000","R$11,500",R$502,R$146,"R$14,150"
4681,1,50,2,1,2,5,not acept,furnished,R$600,"R$2,313",R$250,R$30,"R$3,193"
4682,1,100,2,1,1,1,acept,not furnished,R$834,"R$2,466",Incluso,R$24,"R$3,444"
4683,1,70,2,2,2,7,not acept,furnished,"R$1,726","R$3,950",R$341,R$51,"R$6,068"
4684,1,82,2,2,1,2,acept,furnished,R$750,"R$3,100",R$51,R$40,"R$3,941"
4685,1,76,3,3,2,1,acept,not furnished,R$900,"R$2,662",R$284,R$34,"R$3,880"
4686,1,150,3,1,1,9,acept,not furnished,"R$1,172","R$4,800",R$294,R$61,"R$6,327"
4687,1,303,3,4,4,1,acept,furnished,"R$4,540","R$18,000",R$0,R$229,"R$22,770"
4688,1,55,2,1,0,10,acept,not furnished,R$490,"R$1,380",R$80,R$18,"R$1,968"
4689,1,70,2,1,0,5,acept,not furnished,R$285,"R$2,197",R$0,R$28,"R$2,510"
4690,0,45,1,2,1,2,acept,furnished,R$790,"R$1,452",R$84,R$19,"R$2,345"
4691,1,50,2,1,1,6,acept,furnished,R$648,"R$3,900",R$58,R$50,"R$4,656"
4692,1,62,2,1,1,1,acept,not furnished,R$560,"R$1,550",R$17,R$20,"R$2,147"
4693,1,177,4,5,4,5,acept,not furnished,"R$1,500","R$9,200",R$959,R$117,"R$11,780"
4694,1,50,1,1,1,21,acept,furnished,R$765,"R$2,700",R$105,R$35,"R$3,605"
4695,1,50,1,1,1,22,not acept,furnished,R$739,"R$3,540",R$0,R$14,"R$4,293"
4696,0,90,3,2,1,1,acept,not furnished,R$850,"R$1,500",R$100,R$20,"R$2,470"
4697,1,130,3,2,2,4,acept,furnished,R$800,"R$3,500",R$0,R$45,"R$4,345"
4698,0,54,1,1,1,5,acept,not furnished,R$750,R$773,R$67,R$10,"R$1,600"
4699,1,30,1,1,0,-,not acept,not furnished,Sem info,R$850,R$67,R$13,R$930
4700,1,194,3,4,4,5,acept,not furnished,"R$2,600","R$12,000","R$1,667",R$153,"R$16,420"
4701,0,68,2,1,1,3,acept,not furnished,R$482,R$831,R$0,R$11,"R$1,324"
4702,1,58,3,2,1,11,acept,not furnished,R$320,"R$1,700",R$105,R$22,"R$2,147"
4703,1,16,1,1,0,-,not acept,not furnished,R$0,"R$1,420",R$0,R$18,"R$1,438"
4704,0,74,3,2,2,11,acept,furnished,R$477,"R$1,600",R$0,R$21,"R$2,098"
4705,1,347,4,7,6,-,acept,not furnished,R$0,"R$8,900","R$1,000",R$134,"R$10,030"
4706,1,180,3,3,2,3,acept,not furnished,"R$1,794","R$5,800",R$487,R$74,"R$8,155"
4707,1,20,1,1,1,3,not acept,furnished,"R$1,700","R$1,360",R$0,R$18,"R$3,078"
4708,1,130,2,1,1,1,acept,not furnished,R$0,"R$2,200",R$180,R$28,"R$2,408"
4709,1,100,3,1,1,2,acept,not furnished,"R$1,350","R$3,000",R$92,R$39,"R$4,481"
4710,0,50,1,1,0,1,not acept,not furnished,R$298,R$850,R$15,R$11,"R$1,174"
4711,1,340,4,4,4,15,acept,furnished,"R$2,500","R$8,700",R$0,R$111,"R$11,310"
4712,1,135,2,2,1,8,acept,furnished,"R$1,063","R$3,250",R$159,R$42,"R$4,514"
4713,1,130,3,4,2,8,acept,furnished,"R$1,300","R$5,500",R$0,R$70,"R$6,870"
4714,0,58,2,2,2,15,acept,not furnished,R$400,"R$2,200",R$100,R$28,"R$2,728"
4715,1,84,3,1,1,17,acept,not furnished,R$710,"R$2,300","R$3,000",R$30,"R$6,040"
4716,1,120,3,4,2,1,acept,not furnished,"R$1,500","R$3,000",R$670,R$39,"R$5,209"
4717,1,180,3,2,3,-,acept,not furnished,R$0,"R$3,500",R$497,R$53,"R$4,050"
4718,0,650,4,7,5,-,acept,not furnished,R$0,"R$8,000",R$334,R$121,"R$8,455"
4719,1,320,4,5,4,-,acept,not furnished,R$300,"R$6,500",R$417,R$98,"R$7,315"
4720,1,65,2,1,0,1,acept,furnished,R$286,"R$4,200",R$17,R$54,"R$4,557"
4721,1,130,3,2,2,5,acept,not furnished,"R$1,400","R$5,000",R$584,R$64,"R$7,048"
4722,1,72,3,2,2,3,not acept,not furnished,R$686,"R$1,600",R$18,R$21,"R$2,325"
4723,1,150,3,3,4,10,acept,furnished,"R$2,225","R$7,400",R$500,R$94,"R$10,220"
4724,0,70,2,1,1,3,acept,not furnished,R$500,"R$1,275",R$74,R$17,"R$1,866"
4725,1,345,3,3,5,2,acept,not furnished,"R$3,000","R$12,750",R$834,R$162,"R$16,750"
4726,1,20,1,1,0,1,acept,furnished,R$602,"R$1,800",R$130,R$23,"R$2,555"
4727,0,103,3,2,2,2,acept,not furnished,"R$1,500","R$1,360",R$292,R$18,"R$3,170"
4728,0,90,2,2,4,-,acept,not furnished,R$0,"R$2,400",R$230,R$37,"R$2,667"
4729,1,185,3,2,2,29,acept,not furnished,"R$2,050","R$14,000",R$540,R$178,"R$16,770"
4730,0,47,1,1,1,9,acept,not furnished,R$470,R$650,R$43,R$9,"R$1,172"
4731,1,42,1,1,0,3,acept,not furnished,R$130,"R$1,450",R$34,R$19,"R$1,633"
4732,1,42,1,1,1,11,not acept,not furnished,"R$1,500","R$2,153",R$0,R$8,"R$3,661"
4733,1,25,1,1,0,1,not acept,not furnished,R$0,"R$1,000",R$84,R$13,"R$1,097"
4734,0,55,1,1,1,20,acept,not furnished,R$570,"R$1,900",R$0,R$25,"R$2,495"
4735,1,900,3,5,8,-,acept,not furnished,R$0,"R$8,000","R$2,250",R$121,"R$10,370"
4736,1,240,3,3,4,22,acept,not furnished,"R$3,538","R$12,000","R$1,975",R$153,"R$17,670"
4737,1,128,2,1,1,9,acept,furnished,"R$1,200","R$8,500",R$9,R$108,"R$9,817"
4738,1,120,2,1,1,-,not acept,not furnished,R$0,"R$3,000",R$280,R$46,"R$3,326"
4739,1,54,1,1,1,7,acept,not furnished,R$600,"R$3,600",R$149,R$46,"R$4,395"
4740,1,30,1,1,0,-,not acept,not furnished,R$0,R$765,R$59,R$12,R$836
4741,1,120,2,2,2,11,acept,not furnished,"R$2,200","R$4,000",R$500,R$51,"R$6,751"
4742,1,296,4,5,2,-,acept,not furnished,R$0,"R$8,500","R$1,000",R$128,"R$9,628"
4743,0,230,3,4,4,5,acept,furnished,"R$1,800","R$10,000",R$715,R$127,"R$12,640"
4744,1,50,2,1,0,12,not acept,not furnished,Incluso,"R$3,029",R$0,R$39,"R$3,068"
4745,1,95,3,2,0,-,acept,not furnished,R$0,"R$2,300",R$125,R$35,"R$2,460"
4746,1,146,3,4,2,21,acept,furnished,"R$1,200","R$9,000",R$417,R$115,"R$10,730"
4747,0,73,2,1,1,4,acept,not furnished,R$400,R$655,R$31,R$9,"R$1,095"
4748,1,30,1,1,0,6,not acept,not furnished,R$253,"R$1,250",R$30,R$16,"R$1,549"
4749,1,35,1,1,1,11,acept,not furnished,R$470,"R$2,500",R$22,R$32,"R$3,024"
4750,1,22,1,1,0,-,acept,not furnished,Sem info,R$976,R$0,R$15,R$991
4751,1,386,4,6,3,21,acept,not furnished,"R$3,890","R$12,750","R$1,980",R$162,"R$18,780"
4752,1,442,5,6,6,-,acept,not furnished,Incluso,"R$7,500","R$1,301",R$113,"R$8,914"
4753,0,30,1,1,0,5,acept,not furnished,R$279,R$590,R$12,R$8,R$889
4754,1,68,1,2,1,4,not acept,not furnished,R$799,"R$2,000",R$217,R$26,"R$3,042"
4755,1,53,1,1,1,12,acept,furnished,R$450,"R$3,200",R$200,R$41,"R$3,891"
4756,1,18,1,1,0,-,acept,not furnished,R$0,"R$1,720",R$0,R$22,"R$1,742"
4757,1,321,3,5,2,-,acept,furnished,R$0,"R$8,268","R$1,072",R$125,"R$9,465"
4758,0,70,3,1,1,2,acept,not furnished,R$710,R$750,R$76,R$10,"R$1,546"
4759,1,400,10,9,8,-,acept,not furnished,R$0,"R$8,330",R$550,R$126,"R$9,006"
4760,1,392,4,4,4,-,acept,not furnished,R$0,"R$10,000","R$1,250",R$151,"R$11,400"
4761,1,70,2,1,1,1,acept,not furnished,R$280,"R$1,000",R$138,R$13,"R$1,431"
4762,1,230,4,4,3,5,not acept,not furnished,"R$2,564","R$2,500",R$934,R$32,"R$6,030"
4763,1,138,2,2,1,11,acept,furnished,"R$1,000","R$7,000",R$89,R$89,"R$8,178"
4764,1,250,2,1,0,-,acept,not furnished,Sem info,"R$1,500",R$9,R$23,"R$1,532"
4765,1,45,2,2,0,-,not acept,not furnished,R$0,"R$1,650",R$84,R$25,"R$1,759"
4766,1,250,4,3,0,-,acept,not furnished,R$0,"R$2,000",R$667,R$31,"R$2,698"
4767,1,80,2,1,1,6,acept,not furnished,R$654,"R$2,300",R$94,R$30,"R$3,078"
4768,1,398,4,5,4,-,acept,not furnished,"R$2,400","R$15,000","R$1,084",R$226,"R$18,710"
4769,1,200,3,4,5,-,acept,not furnished,R$0,"R$3,500",R$242,R$53,"R$3,795"
4770,1,136,3,3,1,9,acept,not furnished,"R$1,530","R$7,500",R$290,R$96,"R$9,416"
4771,1,46,1,1,0,2,acept,not furnished,R$553,"R$1,437",R$58,R$19,"R$2,067"
4772,1,309,4,5,3,-,acept,not furnished,R$0,"R$12,000",R$734,R$181,"R$12,920"
4773,1,54,1,1,1,1,not acept,furnished,"R$1,050","R$7,200",R$250,R$92,"R$8,592"
4774,1,220,4,5,3,14,acept,furnished,"R$2,050","R$12,000",R$750,R$153,"R$14,950"
4775,1,161,1,2,2,10,not acept,not furnished,"R$2,162","R$7,000",R$54,R$89,"R$9,305"
4776,1,58,2,1,1,1,acept,not furnished,R$430,"R$1,540",R$0,R$20,"R$1,990"
4777,1,83,3,1,1,3,acept,not furnished,R$180,"R$2,500",R$0,R$32,"R$2,712"
4778,1,33,1,1,1,5,acept,not furnished,R$842,"R$2,000",R$95,R$26,"R$2,963"
4779,1,170,3,4,2,3,not acept,not furnished,"R$1,450","R$4,400",R$38,R$56,"R$5,944"
4780,1,135,3,2,1,21,acept,furnished,R$950,"R$7,500",R$77,R$96,"R$8,623"
4781,1,50,2,1,2,1,not acept,not furnished,R$850,"R$1,900",R$42,R$25,"R$2,817"
4782,1,94,2,3,2,18,not acept,not furnished,"R$1,600","R$4,400",R$325,R$56,"R$6,381"
4783,1,25,1,1,0,1,not acept,not furnished,R$0,"R$1,200",R$35,R$16,"R$1,251"
4784,1,100,2,3,2,20,not acept,furnished,"R$1,080","R$10,000",R$138,R$127,"R$11,350"
4785,1,157,3,5,3,12,acept,not furnished,"R$1,670","R$11,500",R$583,R$146,"R$13,900"
4786,1,100,3,2,2,-,acept,not furnished,R$0,"R$5,500",R$500,R$83,"R$6,083"
4787,1,120,3,1,0,2,acept,not furnished,R$200,"R$2,100",R$167,R$27,"R$2,494"
4788,1,45,1,1,2,8,acept,not furnished,R$695,"R$1,800",R$170,R$23,"R$2,688"
4789,1,64,2,2,1,9,acept,furnished,R$830,"R$3,166",R$0,R$13,"R$4,009"
4790,1,265,4,6,3,6,not acept,not furnished,"R$2,400","R$2,500","R$1,284",R$32,"R$6,216"
4791,1,20,1,1,0,6,acept,furnished,R$602,"R$1,800",R$130,R$23,"R$2,555"
4792,1,50,2,2,0,-,not acept,not furnished,R$0,"R$1,100",R$80,R$17,"R$1,197"
4793,1,70,3,2,1,14,acept,not furnished,R$570,"R$3,000",R$171,R$39,"R$3,780"
4794,1,273,4,4,2,4,not acept,not furnished,"R$2,306","R$9,000",R$417,R$115,"R$11,840"
4795,1,250,3,3,4,-,acept,furnished,R$250,"R$6,500",R$309,R$98,"R$7,157"
4796,1,100,1,1,0,-,acept,not furnished,Incluso,"R$2,150",R$267,R$33,"R$2,450"
4797,1,90,2,1,0,2,acept,not furnished,R$622,"R$2,150",R$212,R$28,"R$3,012"
4798,1,256,3,3,2,-,not acept,not furnished,R$0,"R$5,600","R$2,417",R$85,"R$8,102"
4799,1,92,2,1,1,2,acept,not furnished,R$425,"R$1,536",R$72,R$20,"R$2,053"
4800,1,124,3,3,2,-,acept,not furnished,R$0,"R$4,000",R$92,R$61,"R$4,153"
4801,1,218,3,3,3,9,acept,furnished,"R$1,850","R$15,000",R$809,R$191,"R$17,850"
4802,1,57,2,2,1,8,acept,not furnished,R$465,"R$1,300",R$10,R$17,"R$1,792"
4803,0,650,4,4,8,-,acept,not furnished,R$0,"R$7,500",R$200,R$113,"R$7,813"
4804,1,220,3,4,2,-,not acept,not furnished,R$0,"R$3,500",R$276,R$53,"R$3,829"
4805,0,55,1,2,1,4,not acept,not furnished,R$744,R$954,R$74,R$13,"R$1,785"
4806,1,55,2,2,1,21,acept,not furnished,R$480,"R$2,000",R$9,R$26,"R$2,515"
4807,1,58,2,1,1,19,not acept,furnished,R$550,"R$3,400",R$65,R$44,"R$4,059"
4808,1,42,1,1,1,13,acept,furnished,"R$1,750",R$860,R$180,R$11,"R$2,801"
4809,1,202,3,4,3,8,acept,furnished,"R$2,500","R$12,000",R$834,R$153,"R$15,490"
4810,1,130,2,2,0,-,acept,not furnished,R$0,"R$2,700",R$100,R$41,"R$2,841"
4811,1,52,1,1,1,11,acept,not furnished,R$730,"R$2,500",R$38,R$32,"R$3,300"
4812,1,75,2,2,0,2,acept,not furnished,R$570,"R$1,450",R$0,R$19,"R$2,039"
4813,1,420,4,6,4,10,acept,not furnished,"R$5,700","R$12,000","R$3,167",R$153,"R$21,020"
4814,1,277,3,4,0,-,not acept,not furnished,"R$2,580","R$7,200",R$0,R$109,"R$9,889"
4815,1,100,1,1,1,16,acept,furnished,"R$1,120","R$3,900",R$75,R$50,"R$5,145"
4816,0,420,5,7,3,-,acept,furnished,"R$1,237","R$8,500",R$816,R$128,"R$10,680"
4817,1,207,3,5,4,6,acept,not furnished,"R$2,400","R$12,000",R$934,R$153,"R$15,490"
4818,1,25,1,1,0,23,acept,not furnished,R$432,"R$2,200",R$45,R$28,"R$2,705"
4819,1,100,3,2,1,3,acept,not furnished,"R$1,020","R$1,880",R$0,R$24,"R$2,924"
4820,1,108,2,2,1,8,acept,furnished,"R$1,081","R$5,300",R$334,R$68,"R$6,783"
4821,1,55,1,1,1,5,not acept,furnished,"R$1,100","R$2,144",Incluso,R$22,"R$3,500"
4822,1,40,1,1,0,-,not acept,not furnished,R$0,R$780,R$17,R$12,R$809
4823,1,46,1,1,1,3,not acept,not furnished,R$850,"R$1,900",R$117,R$25,"R$2,892"
4824,1,138,3,3,2,5,acept,furnished,"R$1,112","R$5,800",R$475,R$74,"R$7,461"
4825,1,50,2,3,0,-,not acept,not furnished,R$0,"R$1,740",R$84,R$27,"R$1,851"
4826,0,54,1,1,1,9,acept,not furnished,R$758,"R$1,148",R$84,R$15,"R$2,005"
4827,1,22,1,1,0,-,not acept,not furnished,R$0,R$976,R$0,R$15,R$991
4828,1,62,3,1,1,1,acept,not furnished,R$750,"R$1,300",R$0,R$26,"R$2,076"
4829,1,380,4,3,2,12,not acept,furnished,"R$5,500","R$15,000","R$1,000",R$191,"R$21,690"
4830,1,80,2,1,1,2,not acept,furnished,"R$1,036","R$7,450",R$98,R$95,"R$8,679"
4831,1,70,2,1,1,2,acept,not furnished,"R$1,100","R$1,950",R$0,R$25,"R$3,075"
4832,1,214,5,5,4,9,not acept,furnished,"R$2,000","R$5,550",R$667,R$71,"R$8,288"
4833,1,193,3,3,3,1,not acept,not furnished,"R$3,100","R$7,500",R$834,R$96,"R$11,530"
4834,1,50,2,2,0,6,acept,not furnished,R$750,"R$3,000",R$118,R$39,"R$3,907"
4835,1,305,3,4,4,12,acept,not furnished,"R$3,441","R$8,925","R$2,364",R$114,"R$14,840"
4836,1,110,2,2,1,1,acept,not furnished,R$700,"R$3,000",R$122,R$39,"R$3,861"
4837,1,63,2,2,1,13,acept,not furnished,R$600,"R$2,620",R$97,R$11,"R$3,328"
4838,1,202,4,4,3,13,acept,not furnished,"R$2,200","R$6,000","R$1,000",R$77,"R$9,277"
4839,1,70,4,3,0,-,acept,not furnished,R$0,"R$3,500",R$270,R$53,"R$3,823"
4840,0,110,3,3,2,-,acept,not furnished,R$560,"R$3,200",R$88,R$49,"R$3,897"
4841,1,80,1,1,0,11,acept,furnished,R$427,"R$1,900",R$0,R$25,"R$2,352"
4842,1,58,2,2,1,6,not acept,not furnished,R$520,"R$2,055",R$0,R$7,"R$2,582"
4843,1,149,3,3,2,12,not acept,not furnished,"R$2,000","R$5,400",R$0,R$69,"R$7,469"
4844,1,50,2,1,0,-,acept,not furnished,R$0,"R$1,200",R$42,R$19,"R$1,261"
4845,1,200,4,3,2,8,acept,not furnished,"R$2,744","R$4,100","R$1,615",R$52,"R$8,511"
4846,1,200,3,3,4,-,acept,not furnished,R$0,"R$7,000",R$425,R$106,"R$7,531"
4847,0,660,5,7,4,17,acept,not furnished,"R$5,381","R$10,000","R$1,100",R$127,"R$16,610"
4848,1,100,3,2,1,-,acept,not furnished,R$0,"R$3,300",R$500,R$50,"R$3,850"
4849,1,91,1,2,2,11,acept,furnished,"R$2,076","R$13,000",R$334,R$165,"R$15,580"
4850,1,113,2,2,1,4,acept,not furnished,"R$1,000","R$3,000",R$50,R$39,"R$4,089"
4851,0,48,2,1,1,-,acept,not furnished,R$250,"R$1,200",R$40,R$16,"R$1,506"
4852,1,140,3,3,2,10,acept,not furnished,"R$2,000","R$5,100",R$167,R$65,"R$7,332"
4853,0,155,3,3,2,-,acept,not furnished,R$960,"R$5,500",R$15,R$83,"R$6,558"
4854,1,280,4,6,5,28,acept,not furnished,"R$1,800","R$11,500","R$1,417",R$146,"R$14,860"
4855,1,55,1,1,0,-,acept,not furnished,R$0,"R$1,100",R$75,R$17,"R$1,192"
4856,1,360,4,5,4,8,acept,not furnished,"R$3,500","R$1,700","R$1,417",R$22,"R$6,639"
4857,0,60,1,1,1,-,acept,not furnished,R$0,R$950,R$75,R$15,"R$1,040"
4858,1,32,1,1,0,5,acept,not furnished,R$400,"R$2,001",R$0,R$26,"R$2,427"
4859,1,79,3,3,2,15,acept,furnished,"R$3,255","R$7,500",R$616,R$96,"R$11,470"
4860,1,300,4,6,4,14,acept,not furnished,"R$2,000","R$8,000",R$625,R$102,"R$10,730"
4861,1,50,2,2,1,14,acept,furnished,R$520,"R$1,550",R$100,R$20,"R$2,190"
4862,1,78,3,2,2,-,acept,not furnished,R$250,"R$2,000",R$292,R$31,"R$2,573"
4863,1,80,3,1,0,-,acept,not furnished,Sem info,"R$6,000",R$0,R$91,"R$6,091"
4864,1,50,1,1,1,-,not acept,not furnished,Incluso,"R$1,600",R$80,R$25,"R$1,705"
4865,1,110,2,2,2,-,not acept,not furnished,R$0,"R$2,530",R$174,R$39,"R$2,743"
4866,1,280,4,3,6,-,acept,furnished,R$0,"R$12,500",R$706,R$188,"R$13,390"
4867,1,64,2,1,1,8,acept,not furnished,R$400,"R$1,500",R$101,R$20,"R$2,021"
4868,0,37,1,1,0,4,not acept,furnished,R$382,R$742,R$0,R$10,"R$1,134"
4869,1,30,1,1,1,7,not acept,furnished,R$650,"R$2,000",R$100,R$26,"R$2,776"
4870,1,50,1,1,1,11,acept,not furnished,R$725,"R$2,200",R$130,R$28,"R$3,083"
4871,1,215,3,2,0,4,not acept,not furnished,"R$1,054","R$4,000",R$229,R$51,"R$5,334"
4872,1,80,3,2,1,10,acept,not furnished,R$790,"R$1,900",R$164,R$25,"R$2,879"
4873,0,320,3,3,2,9,acept,furnished,"R$2,000","R$8,500",R$340,R$108,"R$10,950"
4874,1,336,3,5,3,-,acept,furnished,R$299,"R$6,000",R$208,R$91,"R$6,598"
4875,1,125,3,4,5,-,acept,not furnished,R$0,"R$10,000",R$666,R$151,"R$10,820"
4876,1,106,1,1,2,10,acept,furnished,"R$1,749","R$13,950",R$479,R$177,"R$16,360"
4877,1,40,1,1,1,9,not acept,not furnished,R$440,"R$2,800",R$100,R$36,"R$3,376"
4878,1,80,1,2,0,6,not acept,not furnished,"R$1,174","R$3,900",R$135,R$50,"R$5,259"
4879,1,120,4,3,3,8,acept,not furnished,"R$1,680","R$3,710",R$622,R$48,"R$6,060"
4880,1,23,1,1,0,23,acept,not furnished,R$399,"R$2,100",R$42,R$27,"R$2,568"
4881,1,60,2,1,0,-,acept,not furnished,R$0,"R$1,100",R$0,R$17,"R$1,117"
4882,1,45,2,1,1,2,not acept,not furnished,R$375,"R$1,756",Incluso,R$13,"R$2,166"
4883,1,110,1,1,1,-,acept,not furnished,Sem info,"R$1,300",R$250,R$20,"R$1,570"
4884,1,42,1,1,1,11,acept,not furnished,R$344,"R$2,308",R$0,R$8,"R$2,660"
4885,1,120,4,2,3,6,acept,furnished,R$950,"R$2,960",R$459,R$38,"R$4,407"
4886,1,78,1,2,2,1,not acept,furnished,R$680,"R$4,200",R$118,R$54,"R$5,052"
4887,1,127,3,3,2,1,acept,not furnished,R$804,"R$3,800",R$257,R$49,"R$4,910"
4888,1,63,2,2,2,4,not acept,not furnished,R$600,"R$4,080",R$167,R$52,"R$4,899"
4889,1,60,1,1,1,-,acept,not furnished,R$0,"R$1,250",R$0,R$19,"R$1,269"
4890,0,76,2,1,0,3,acept,not furnished,R$300,R$700,R$100,R$9,"R$1,109"
4891,1,126,3,2,2,1,acept,not furnished,"R$1,000","R$4,000",R$313,R$51,"R$5,364"
4892,1,169,4,2,3,-,acept,not furnished,R$220,"R$3,900",R$334,R$59,"R$4,513"
4893,1,38,1,1,0,10,acept,not furnished,R$300,"R$1,712",R$0,R$7,"R$2,019"
4894,1,45,1,1,0,2,not acept,not furnished,R$150,R$730,R$0,R$10,R$890
4895,1,160,3,1,1,-,acept,not furnished,R$0,"R$3,000",R$298,R$46,"R$3,344"
4896,1,160,3,4,3,-,acept,furnished,R$0,"R$9,350",R$0,R$141,"R$9,491"
4897,0,84,2,1,1,7,acept,not furnished,R$590,"R$1,100",R$104,R$14,"R$1,808"
4898,1,64,2,1,2,3,acept,not furnished,R$480,"R$1,850",R$39,R$24,"R$2,393"
4899,0,62,2,1,1,-,acept,not furnished,R$370,"R$1,100",R$12,R$14,"R$1,496"
4900,1,46,2,1,1,1,acept,not furnished,R$240,"R$1,500",R$0,R$20,"R$1,760"
